date,home_team,away_team,home_goals,away_goals,league,season,matchday,result
2013-09-14,Gefle IF,IF Brommapojkarna,1,0,SE1,2013,23,H
2013-09-15,IF Elfsborg,IFK Norrköping,4,1,SE1,2013,23,H
2013-09-15,Halmstads BK,IFK Göteborg,0,1,SE1,2013,23,A
2013-09-15,AIK,Kalmar FF,0,0,SE1,2013,23,D
2013-09-15,Syrianska FC,Mjällby AIF,1,2,SE1,2013,23,A
2013-09-15,BK Häcken,Helsingborgs IF,3,2,SE1,2013,23,H
2013-09-16,Malmö FF,Djurgårdens IF,0,2,SE1,2013,23,A
2013-09-20,Östers IF,Halmstads BK,0,1,SE1,2013,24,A
2013-09-21,Kalmar FF,Gefle IF,0,0,SE1,2013,24,D
2013-09-22,IF Brommapojkarna,BK Häcken,1,0,SE1,2013,24,H
2013-09-22,Mjällby AIF,IF Elfsborg,2,2,SE1,2013,24,D
2013-09-22,Djurgårdens IF,Åtvidabergs FF,2,0,SE1,2013,24,H
2013-09-22,IFK Norrköping,Malmö FF,0,2,SE1,2013,24,A
2013-09-22,Helsingborgs IF,Syrianska FC,2,2,SE1,2013,24,D
2013-09-23,IFK Göteborg,AIK,3,1,SE1,2013,24,H
2013-09-24,Östers IF,Kalmar FF,1,2,SE1,2013,25,A
2013-09-25,BK Häcken,Syrianska FC,4,0,SE1,2013,25,H
2013-09-25,IF Brommapojkarna,IF Elfsborg,1,0,SE1,2013,25,H
2013-09-25,Helsingborgs IF,Malmö FF,0,3,SE1,2013,25,A
2013-09-26,IFK Norrköping,Halmstads BK,3,2,SE1,2013,25,H
2013-09-26,Mjällby AIF,Åtvidabergs FF,0,1,SE1,2013,25,A
2013-09-26,IFK Göteborg,Gefle IF,3,1,SE1,2013,25,H
2013-09-26,Djurgårdens IF,AIK,2,2,SE1,2013,25,D
2013-09-28,Syrianska FC,IF Brommapojkarna,1,2,SE1,2013,26,A
2013-09-29,Halmstads BK,Djurgårdens IF,1,4,SE1,2013,26,A
2013-09-29,Kalmar FF,IFK Göteborg,2,1,SE1,2013,26,H
2013-09-29,IF Elfsborg,Helsingborgs IF,1,1,SE1,2013,26,D
2013-09-30,Malmö FF,Mjällby AIF,1,0,SE1,2013,26,H
2013-09-30,Gefle IF,BK Häcken,0,0,SE1,2013,26,D
2013-09-30,AIK,Östers IF,2,1,SE1,2013,26,H
2013-09-30,Åtvidabergs FF,IFK Norrköping,1,3,SE1,2013,26,A
2013-10-04,Mjällby AIF,AIK,2,3,SE1,2013,27,A
2013-10-05,IF Brommapojkarna,Åtvidabergs FF,0,0,SE1,2013,27,D
2013-10-05,IFK Norrköping,Kalmar FF,0,1,SE1,2013,27,A
2013-10-06,Djurgårdens IF,IFK Göteborg,2,1,SE1,2013,27,H
2013-10-06,Östers IF,Gefle IF,1,4,SE1,2013,27,A
2013-10-06,Syrianska FC,IF Elfsborg,1,3,SE1,2013,27,A
2013-10-06,Helsingborgs IF,Halmstads BK,4,2,SE1,2013,27,H
2013-10-06,BK Häcken,Malmö FF,2,0,SE1,2013,27,H
2013-10-19,Gefle IF,Syrianska FC,2,0,SE1,2013,28,H
2013-10-20,Åtvidabergs FF,Helsingborgs IF,3,0,SE1,2013,28,H
2013-10-20,IFK Göteborg,Östers IF,0,0,SE1,2013,28,D
2013-10-20,Malmö FF,IF Brommapojkarna,2,1,SE1,2013,28,H
2013-10-20,IF Elfsborg,BK Häcken,0,0,SE1,2013,28,D
2013-10-21,AIK,IFK Norrköping,1,0,SE1,2013,28,H
2013-10-21,Kalmar FF,Djurgårdens IF,1,2,SE1,2013,28,A
2013-10-21,Halmstads BK,Mjällby AIF,1,0,SE1,2013,28,H
2013-10-25,BK Häcken,Halmstads BK,1,3,SE1,2013,29,A
2013-10-26,IF Brommapojkarna,AIK,0,6,SE1,2013,29,A
2013-10-27,Mjällby AIF,IFK Göteborg,2,1,SE1,2013,29,H
2013-10-27,Djurgårdens IF,Gefle IF,1,1,SE1,2013,29,D
2013-10-27,Helsingborgs IF,Kalmar FF,2,3,SE1,2013,29,A
2013-10-27,Syrianska FC,Åtvidabergs FF,4,1,SE1,2013,29,H
2013-10-28,IFK Norrköping,Östers IF,1,1,SE1,2013,29,D
2013-10-28,IF Elfsborg,Malmö FF,0,2,SE1,2013,29,A
2013-11-03,Östers IF,Djurgårdens IF,1,1,SE1,2013,30,D
2013-11-03,Gefle IF,IF Elfsborg,0,2,SE1,2013,30,A
2013-11-03,AIK,Helsingborgs IF,2,1,SE1,2013,30,H
2013-11-03,Åtvidabergs FF,BK Häcken,2,2,SE1,2013,30,D
2013-11-03,IFK Göteborg,IFK Norrköping,2,0,SE1,2013,30,H
2013-11-03,Kalmar FF,Mjällby AIF,2,1,SE1,2013,30,H
2013-11-03,Malmö FF,Syrianska FC,3,1,SE1,2013,30,H
2013-11-03,Halmstads BK,IF Brommapojkarna,2,2,SE1,2013,30,D
2014-03-30,Helsingborgs IF,Djurgårdens IF,1,1,SE1,2014,1,D
2014-03-30,IF Brommapojkarna,Kalmar FF,1,2,SE1,2014,1,A
2014-03-30,Mjällby AIF,Gefle IF,2,2,SE1,2014,1,D
2014-03-30,Malmö FF,Falkenbergs FF,3,0,SE1,2014,1,H
2014-03-30,Halmstads BK,Örebro SK,1,2,SE1,2014,1,A
2014-03-31,Åtvidabergs FF,IF Elfsborg,2,1,SE1,2014,1,H
2014-03-31,BK Häcken,IFK Norrköping,2,0,SE1,2014,1,H
2014-03-31,AIK,IFK Göteborg,0,2,SE1,2014,1,A
2014-04-04,IF Elfsborg,BK Häcken,3,1,SE1,2014,2,H
2014-04-05,Falkenbergs FF,IF Brommapojkarna,1,0,SE1,2014,2,H
2014-04-06,Djurgårdens IF,Halmstads BK,3,0,SE1,2014,2,H
2014-04-06,IFK Norrköping,Helsingborgs IF,2,0,SE1,2014,2,H
2014-04-06,Gefle IF,AIK,1,2,SE1,2014,2,A
2014-04-07,Kalmar FF,Åtvidabergs FF,2,2,SE1,2014,2,D
2014-04-07,IFK Göteborg,Malmö FF,0,3,SE1,2014,2,A
2014-04-08,Örebro SK,Mjällby AIF,1,0,SE1,2014,2,H
2014-04-11,Mjällby AIF,Djurgårdens IF,0,2,SE1,2014,3,A
2014-04-12,Malmö FF,Gefle IF,1,0,SE1,2014,3,H
2014-04-12,Åtvidabergs FF,Falkenbergs FF,2,0,SE1,2014,3,H
2014-04-13,AIK,Örebro SK,1,1,SE1,2014,3,D
2014-04-13,Helsingborgs IF,BK Häcken,4,2,SE1,2014,3,H
2014-04-13,Halmstads BK,IFK Norrköping,0,0,SE1,2014,3,D
2014-04-14,IF Brommapojkarna,IFK Göteborg,1,1,SE1,2014,3,D
2014-04-14,Kalmar FF,IF Elfsborg,0,0,SE1,2014,3,D
2014-04-16,IFK Norrköping,Mjällby AIF,1,1,SE1,2014,4,D
2014-04-16,BK Häcken,Halmstads BK,3,0,SE1,2014,4,H
2014-04-16,Örebro SK,Malmö FF,1,2,SE1,2014,4,A
2014-04-16,Djurgårdens IF,AIK,2,3,SE1,2014,4,A
2014-04-17,IFK Göteborg,Åtvidabergs FF,5,0,SE1,2014,4,H
2014-04-17,Gefle IF,IF Brommapojkarna,3,0,SE1,2014,4,H
2014-04-17,Falkenbergs FF,Kalmar FF,1,3,SE1,2014,4,A
2014-04-17,IF Elfsborg,Helsingborgs IF,1,0,SE1,2014,4,H
2014-04-20,Halmstads BK,Helsingborgs IF,2,1,SE1,2014,5,H
2014-04-20,Kalmar FF,IFK Göteborg,1,1,SE1,2014,5,D
2014-04-20,Mjällby AIF,BK Häcken,1,4,SE1,2014,5,A
2014-04-20,AIK,IFK Norrköping,1,2,SE1,2014,5,A
2014-04-21,Åtvidabergs FF,Gefle IF,2,2,SE1,2014,5,D
2014-04-21,Falkenbergs FF,IF Elfsborg,2,3,SE1,2014,5,A
2014-04-21,Malmö FF,Djurgårdens IF,2,2,SE1,2014,5,D
2014-04-21,IF Brommapojkarna,Örebro SK,2,2,SE1,2014,5,D
2014-04-25,Örebro SK,Åtvidabergs FF,3,2,SE1,2014,6,H
2014-04-25,IFK Göteborg,Falkenbergs FF,1,0,SE1,2014,6,H
2014-04-27,Helsingborgs IF,Mjällby AIF,3,1,SE1,2014,6,H
2014-04-27,Djurgårdens IF,IF Brommapojkarna,3,2,SE1,2014,6,H
2014-04-27,BK Häcken,AIK,2,2,SE1,2014,6,D
2014-04-28,Gefle IF,Kalmar FF,0,2,SE1,2014,6,A
2014-04-28,IF Elfsborg,Halmstads BK,4,1,SE1,2014,6,H
2014-04-28,IFK Norrköping,Malmö FF,1,2,SE1,2014,6,A
2014-05-03,IF Brommapojkarna,IFK Norrköping,3,0,SE1,2014,7,H
2014-05-03,Mjällby AIF,Halmstads BK,2,1,SE1,2014,7,H
2014-05-04,Malmö FF,BK Häcken,1,2,SE1,2014,7,A
2014-05-04,Åtvidabergs FF,Djurgårdens IF,1,1,SE1,2014,7,D
2014-05-04,Kalmar FF,Örebro SK,2,0,SE1,2014,7,H
2014-05-04,IFK Göteborg,IF Elfsborg,0,0,SE1,2014,7,D
2014-05-05,Falkenbergs FF,Gefle IF,1,1,SE1,2014,7,D
2014-05-05,AIK,Helsingborgs IF,2,1,SE1,2014,7,H
2014-05-07,Djurgårdens IF,Kalmar FF,0,0,SE1,2014,8,D
2014-05-07,BK Häcken,IF Brommapojkarna,3,1,SE1,2014,8,H
2014-05-07,IF Elfsborg,Mjällby AIF,3,1,SE1,2014,8,H
2014-05-07,IFK Norrköping,Åtvidabergs FF,2,1,SE1,2014,8,H
2014-05-08,Gefle IF,IFK Göteborg,1,1,SE1,2014,8,D
2014-05-08,Halmstads BK,AIK,2,2,SE1,2014,8,D
2014-05-08,Örebro SK,Falkenbergs FF,0,0,SE1,2014,8,D
2014-05-08,Helsingborgs IF,Malmö FF,0,1,SE1,2014,8,A
2014-05-10,Kalmar FF,IFK Norrköping,2,0,SE1,2014,9,H
2014-05-11,AIK,Mjällby AIF,2,1,SE1,2014,9,H
2014-05-11,Gefle IF,IF Elfsborg,0,1,SE1,2014,9,A
2014-05-11,IFK Göteborg,Örebro SK,2,1,SE1,2014,9,H
2014-05-12,Malmö FF,Halmstads BK,3,1,SE1,2014,9,H
2014-05-12,IF Brommapojkarna,Helsingborgs IF,0,1,SE1,2014,9,A
2014-05-12,Åtvidabergs FF,BK Häcken,1,0,SE1,2014,9,H
2014-05-12,Falkenbergs FF,Djurgårdens IF,1,0,SE1,2014,9,H
2014-05-15,IFK Norrköping,Falkenbergs FF,0,3,SE1,2014,10,A
2014-05-15,AIK,IF Elfsborg,2,1,SE1,2014,10,H
2014-05-15,IF Brommapojkarna,Mjällby AIF,0,1,SE1,2014,11,A
2014-05-19,Örebro SK,Gefle IF,2,2,SE1,2014,10,D
2014-05-19,Halmstads BK,IF Brommapojkarna,3,0,SE1,2014,10,H
2014-05-20,BK Häcken,Kalmar FF,4,1,SE1,2014,10,H
2014-05-21,Helsingborgs IF,Åtvidabergs FF,0,0,SE1,2014,10,D
2014-05-21,Djurgårdens IF,IFK Göteborg,0,0,SE1,2014,10,D
2014-05-22,Mjällby AIF,Malmö FF,0,1,SE1,2014,10,A
2014-05-24,IF Elfsborg,Örebro SK,1,0,SE1,2014,11,H
2014-05-24,Falkenbergs FF,BK Häcken,1,1,SE1,2014,11,D
2014-05-24,Åtvidabergs FF,Halmstads BK,1,0,SE1,2014,11,H
2014-05-25,Kalmar FF,Helsingborgs IF,2,0,SE1,2014,11,H
2014-05-25,IFK Göteborg,IFK Norrköping,2,2,SE1,2014,11,D
2014-05-26,Gefle IF,Djurgårdens IF,1,1,SE1,2014,11,D
2014-05-26,Malmö FF,AIK,2,2,SE1,2014,11,D
2014-05-30,Örebro SK,Djurgårdens IF,0,1,SE1,2014,12,A
2014-05-31,Mjällby AIF,Åtvidabergs FF,1,0,SE1,2014,12,H
2014-05-31,Halmstads BK,Kalmar FF,1,1,SE1,2014,12,D
2014-06-01,Helsingborgs IF,Falkenbergs FF,1,0,SE1,2014,12,H
2014-06-01,IF Elfsborg,Malmö FF,0,1,SE1,2014,12,A
2014-06-02,AIK,IF Brommapojkarna,4,2,SE1,2014,12,H
2014-06-02,IFK Norrköping,Gefle IF,1,0,SE1,2014,12,H
2014-06-02,BK Häcken,IFK Göteborg,1,1,SE1,2014,12,D
2014-07-05,Kalmar FF,Mjällby AIF,2,1,SE1,2014,13,H
2014-07-05,Falkenbergs FF,Halmstads BK,1,1,SE1,2014,13,D
2014-07-05,Gefle IF,BK Häcken,1,0,SE1,2014,13,H
2014-07-06,Örebro SK,IFK Norrköping,2,2,SE1,2014,13,D
2014-07-06,IFK Göteborg,Helsingborgs IF,6,2,SE1,2014,13,H
2014-07-06,IF Brommapojkarna,Malmö FF,1,1,SE1,2014,13,D
2014-07-07,Åtvidabergs FF,AIK,0,3,SE1,2014,13,A
2014-07-07,Djurgårdens IF,IF Elfsborg,1,1,SE1,2014,13,D
2014-07-12,Mjällby AIF,Falkenbergs FF,1,1,SE1,2014,14,D
2014-07-12,AIK,Kalmar FF,3,0,SE1,2014,14,H
2014-07-12,Malmö FF,Åtvidabergs FF,3,0,SE1,2014,14,H
2014-07-13,Helsingborgs IF,Gefle IF,1,1,SE1,2014,14,D
2014-07-13,Halmstads BK,IFK Göteborg,2,2,SE1,2014,14,D
2014-07-13,IF Elfsborg,IF Brommapojkarna,2,2,SE1,2014,14,D
2014-07-13,BK Häcken,Örebro SK,4,1,SE1,2014,14,H
2014-07-14,IFK Norrköping,Djurgårdens IF,3,5,SE1,2014,14,A
2014-07-19,Gefle IF,Halmstads BK,2,0,SE1,2014,15,H
2014-07-19,Kalmar FF,Malmö FF,1,1,SE1,2014,15,D
2014-07-20,Falkenbergs FF,AIK,4,1,SE1,2014,15,H
2014-07-20,IFK Göteborg,Mjällby AIF,3,1,SE1,2014,15,H
2014-07-20,Åtvidabergs FF,IF Brommapojkarna,3,2,SE1,2014,15,H
2014-07-20,IFK Norrköping,IF Elfsborg,4,2,SE1,2014,15,H
2014-07-20,Örebro SK,Helsingborgs IF,1,1,SE1,2014,15,D
2014-07-21,Djurgårdens IF,BK Häcken,1,2,SE1,2014,15,A
2014-07-26,Malmö FF,Kalmar FF,3,1,SE1,2014,16,H
2014-07-26,Halmstads BK,Gefle IF,3,2,SE1,2014,16,H
2014-07-27,Mjällby AIF,IFK Göteborg,3,0,SE1,2014,16,H
2014-07-27,IF Brommapojkarna,Åtvidabergs FF,2,2,SE1,2014,16,D
2014-07-27,Helsingborgs IF,Örebro SK,1,1,SE1,2014,16,D
2014-07-27,IF Elfsborg,IFK Norrköping,3,0,SE1,2014,16,H
2014-07-28,AIK,Falkenbergs FF,3,0,SE1,2014,16,H
2014-07-28,BK Häcken,Djurgårdens IF,2,1,SE1,2014,16,H
2014-08-02,Falkenbergs FF,Malmö FF,2,5,SE1,2014,17,A
2014-08-02,Örebro SK,Halmstads BK,1,2,SE1,2014,17,A
